Serial Floating Division: 1-bit sign, 8-bit exponent, and 23-bit mantissa with 19909 cycles and 139 cells total.
Supports only signed numbers.

Inputs:
	 xs (1-bit): 0 
T18576:	132 = INIT1
T18577:	132 = NOR(135, 136)
T18578:	133 = INIT1
T18579:	133 = NOT(45)
T18580:	134 = INIT1
T18581:	134 = NOR(129, 133)
T18582:	135 = INIT1
T18583:	135 = NOR(109, 134)
T18584:	136 = INIT1
T18585:	136 = NOR(109, 135)
T18586:	137 = INIT1
T18587:	137 = NOR(134, 135)
T18588:	138 = INIT1
T18589:	138 = NOR(136, 137)
T18590:	136 = INIT1
T18591:	136 = NOR(138, 132)
T18592:	137 = INIT1
T18593:	137 = NOR(136, 138)
T18594:	138 = INIT1
T18595:	138 = NOR(136, 132)
T18596:	107 = INIT1
T18597:	107 = NOR(138, 137)
T18598:	132 = INIT1
T18599:	132 = NOR(135, 136)
T18600:	133 = INIT1
T18601:	133 = NOT(46)
T18602:	134 = INIT1
T18603:	134 = NOR(129, 133)
T18604:	135 = INIT1
T18605:	135 = NOR(110, 134)
T18606:	136 = INIT1
T18607:	136 = NOR(110, 135)
T18608:	137 = INIT1
T18609:	137 = NOR(134, 135)
T18610:	138 = INIT1
T18611:	138 = NOR(136, 137)
T18612:	136 = INIT1
T18613:	136 = NOR(138, 132)
T18614:	137 = INIT1
T18615:	137 = NOR(136, 138)
T18616:	138 = INIT1
T18617:	138 = NOR(136, 132)
T18618:	108 = INIT1
T18619:	108 = NOR(138, 137)
T18620:	132 = INIT1
T18621:	132 = NOR(135, 136)
T18622:	133 = INIT1
T18623:	133 = NOT(47)
T18624:	134 = INIT1
T18625:	134 = NOR(129, 133)
T18626:	135 = INIT1
T18627:	135 = NOR(111, 134)
T18628:	136 = INIT1
T18629:	136 = NOR(111, 135)
T18630:	137 = INIT1
T18631:	137 = NOR(134, 135)
T18632:	138 = INIT1
T18633:	138 = NOR(136, 137)
T18634:	136 = INIT1
T18635:	136 = NOR(138, 132)
T18636:	137 = INIT1
T18637:	137 = NOR(136, 138)
T18638:	138 = INIT1
T18639:	138 = NOR(136, 132)
T18640:	109 = INIT1
T18641:	109 = NOR(138, 137)
T18642:	132 = INIT1
T18643:	132 = NOR(135, 136)
T18644:	133 = INIT1
T18645:	133 = NOT(48)
T18646:	134 = INIT1
T18647:	134 = NOR(129, 133)
T18648:	135 = INIT1
T18649:	135 = NOR(112, 134)
T18650:	136 = INIT1
T18651:	136 = NOR(112, 135)
T18652:	137 = INIT1
T18653:	137 = NOR(134, 135)
T18654:	138 = INIT1
T18655:	138 = NOR(136, 137)
T18656:	136 = INIT1
T18657:	136 = NOR(138, 132)
T18658:	137 = INIT1
T18659:	137 = NOR(136, 138)
T18660:	138 = INIT1
T18661:	138 = NOR(136, 132)
T18662:	110 = INIT1
T18663:	110 = NOR(138, 137)
T18664:	132 = INIT1
T18665:	132 = NOR(135, 136)
T18666:	133 = INIT1
T18667:	133 = NOT(49)
T18668:	134 = INIT1
T18669:	134 = NOR(129, 133)
T18670:	135 = INIT1
T18671:	135 = NOR(113, 134)
T18672:	136 = INIT1
T18673:	136 = NOR(113, 135)
T18674:	137 = INIT1
T18675:	137 = NOR(134, 135)
T18676:	138 = INIT1
T18677:	138 = NOR(136, 137)
T18678:	136 = INIT1
T18679:	136 = NOR(138, 132)
T18680:	137 = INIT1
T18681:	137 = NOR(136, 138)
T18682:	138 = INIT1
T18683:	138 = NOR(136, 132)
T18684:	111 = INIT1
T18685:	111 = NOR(138, 137)
T18686:	132 = INIT1
T18687:	132 = NOR(135, 136)
T18688:	133 = INIT1
T18689:	133 = NOT(50)
T18690:	134 = INIT1
T18691:	134 = NOR(129, 133)
T18692:	135 = INIT1
T18693:	135 = NOR(114, 134)
T18694:	136 = INIT1
T18695:	136 = NOR(114, 135)
T18696:	137 = INIT1
T18697:	137 = NOR(134, 135)
T18698:	138 = INIT1
T18699:	138 = NOR(136, 137)
T18700:	136 = INIT1
T18701:	136 = NOR(138, 132)
T18702:	137 = INIT1
T18703:	137 = NOR(136, 138)
T18704:	138 = INIT1
T18705:	138 = NOR(136, 132)
T18706:	112 = INIT1
T18707:	112 = NOR(138, 137)
T18708:	132 = INIT1
T18709:	132 = NOR(135, 136)
T18710:	133 = INIT1
T18711:	133 = NOT(51)
T18712:	134 = INIT1
T18713:	134 = NOR(129, 133)
T18714:	135 = INIT1
T18715:	135 = NOR(115, 134)
T18716:	136 = INIT1
T18717:	136 = NOR(115, 135)
T18718:	137 = INIT1
T18719:	137 = NOR(134, 135)
T18720:	138 = INIT1
T18721:	138 = NOR(136, 137)
T18722:	136 = INIT1
T18723:	136 = NOR(138, 132)
T18724:	137 = INIT1
T18725:	137 = NOR(136, 138)
T18726:	138 = INIT1
T18727:	138 = NOR(136, 132)
T18728:	113 = INIT1
T18729:	113 = NOR(138, 137)
T18730:	132 = INIT1
T18731:	132 = NOR(135, 136)
T18732:	133 = INIT1
T18733:	133 = NOT(52)
T18734:	134 = INIT1
T18735:	134 = NOR(129, 133)
T18736:	135 = INIT1
T18737:	135 = NOR(116, 134)
T18738:	136 = INIT1
T18739:	136 = NOR(116, 135)
T18740:	137 = INIT1
T18741:	137 = NOR(134, 135)
T18742:	138 = INIT1
T18743:	138 = NOR(136, 137)
T18744:	136 = INIT1
T18745:	136 = NOR(138, 132)
T18746:	137 = INIT1
T18747:	137 = NOR(136, 138)
T18748:	138 = INIT1
T18749:	138 = NOR(136, 132)
T18750:	114 = INIT1
T18751:	114 = NOR(138, 137)
T18752:	132 = INIT1
T18753:	132 = NOR(135, 136)
T18754:	133 = INIT1
T18755:	133 = NOT(53)
T18756:	134 = INIT1
T18757:	134 = NOR(129, 133)
T18758:	135 = INIT1
T18759:	135 = NOR(117, 134)
T18760:	136 = INIT1
T18761:	136 = NOR(117, 135)
T18762:	137 = INIT1
T18763:	137 = NOR(134, 135)
T18764:	138 = INIT1
T18765:	138 = NOR(136, 137)
T18766:	136 = INIT1
T18767:	136 = NOR(138, 132)
T18768:	137 = INIT1
T18769:	137 = NOR(136, 138)
T18770:	138 = INIT1
T18771:	138 = NOR(136, 132)
T18772:	115 = INIT1
T18773:	115 = NOR(138, 137)
T18774:	132 = INIT1
T18775:	132 = NOR(135, 136)
T18776:	133 = INIT1
T18777:	133 = NOT(54)
T18778:	134 = INIT1
T18779:	134 = NOR(129, 133)
T18780:	135 = INIT1
T18781:	135 = NOR(118, 134)
T18782:	136 = INIT1
T18783:	136 = NOR(118, 135)
T18784:	137 = INIT1
T18785:	137 = NOR(134, 135)
T18786:	138 = INIT1
T18787:	138 = NOR(136, 137)
T18788:	136 = INIT1
T18789:	136 = NOR(138, 132)
T18790:	137 = INIT1
T18791:	137 = NOR(136, 138)
T18792:	138 = INIT1
T18793:	138 = NOR(136, 132)
T18794:	116 = INIT1
T18795:	116 = NOR(138, 137)
T18796:	132 = INIT1
T18797:	132 = NOR(135, 136)
T18798:	133 = INIT1
T18799:	133 = NOT(55)
T18800:	134 = INIT1
T18801:	134 = NOR(129, 133)
T18802:	135 = INIT1
T18803:	135 = NOR(119, 134)
T18804:	136 = INIT1
T18805:	136 = NOR(119, 135)
T18806:	137 = INIT1
T18807:	137 = NOR(134, 135)
T18808:	138 = INIT1
T18809:	138 = NOR(136, 137)
T18810:	136 = INIT1
T18811:	136 = NOR(138, 132)
T18812:	137 = INIT1
T18813:	137 = NOR(136, 138)
T18814:	138 = INIT1
T18815:	138 = NOR(136, 132)
T18816:	117 = INIT1
T18817:	117 = NOR(138, 137)
T18818:	132 = INIT1
T18819:	132 = NOR(135, 136)
T18820:	133 = INIT1
T18821:	133 = NOT(56)
T18822:	134 = INIT1
T18823:	134 = NOR(129, 133)
T18824:	135 = INIT1
T18825:	135 = NOR(120, 134)
T18826:	136 = INIT1
T18827:	136 = NOR(120, 135)
T18828:	137 = INIT1
T18829:	137 = NOR(134, 135)
T18830:	138 = INIT1
T18831:	138 = NOR(136, 137)
T18832:	136 = INIT1
T18833:	136 = NOR(138, 132)
T18834:	137 = INIT1
T18835:	137 = NOR(136, 138)
T18836:	138 = INIT1
T18837:	138 = NOR(136, 132)
T18838:	118 = INIT1
T18839:	118 = NOR(138, 137)
T18840:	132 = INIT1
T18841:	132 = NOR(135, 136)
T18842:	133 = INIT1
T18843:	133 = NOT(57)
T18844:	134 = INIT1
T18845:	134 = NOR(129, 133)
T18846:	135 = INIT1
T18847:	135 = NOR(121, 134)
T18848:	136 = INIT1
T18849:	136 = NOR(121, 135)
T18850:	137 = INIT1
T18851:	137 = NOR(134, 135)
T18852:	138 = INIT1
T18853:	138 = NOR(136, 137)
T18854:	136 = INIT1
T18855:	136 = NOR(138, 132)
T18856:	137 = INIT1
T18857:	137 = NOR(136, 138)
T18858:	138 = INIT1
T18859:	138 = NOR(136, 132)
T18860:	119 = INIT1
T18861:	119 = NOR(138, 137)
T18862:	132 = INIT1
T18863:	132 = NOR(135, 136)
T18864:	133 = INIT1
T18865:	133 = NOT(58)
T18866:	134 = INIT1
T18867:	134 = NOR(129, 133)
T18868:	135 = INIT1
T18869:	135 = NOR(122, 134)
T18870:	136 = INIT1
T18871:	136 = NOR(122, 135)
T18872:	137 = INIT1
T18873:	137 = NOR(134, 135)
T18874:	138 = INIT1
T18875:	138 = NOR(136, 137)
T18876:	136 = INIT1
T18877:	136 = NOR(138, 132)
T18878:	137 = INIT1
T18879:	137 = NOR(136, 138)
T18880:	138 = INIT1
T18881:	138 = NOR(136, 132)
T18882:	120 = INIT1
T18883:	120 = NOR(138, 137)
T18884:	132 = INIT1
T18885:	132 = NOR(135, 136)
T18886:	133 = INIT1
T18887:	133 = NOT(59)
T18888:	134 = INIT1
T18889:	134 = NOR(129, 133)
T18890:	135 = INIT1
T18891:	135 = NOR(123, 134)
T18892:	136 = INIT1
T18893:	136 = NOR(123, 135)
T18894:	137 = INIT1
T18895:	137 = NOR(134, 135)
T18896:	138 = INIT1
T18897:	138 = NOR(136, 137)
T18898:	136 = INIT1
T18899:	136 = NOR(138, 132)
T18900:	137 = INIT1
T18901:	137 = NOR(136, 138)
T18902:	138 = INIT1
T18903:	138 = NOR(136, 132)
T18904:	121 = INIT1
T18905:	121 = NOR(138, 137)
T18906:	132 = INIT1
T18907:	132 = NOR(135, 136)
T18908:	133 = INIT1
T18909:	133 = NOT(60)
T18910:	134 = INIT1
T18911:	134 = NOR(129, 133)
T18912:	135 = INIT1
T18913:	135 = NOR(124, 134)
T18914:	136 = INIT1
T18915:	136 = NOR(124, 135)
T18916:	137 = INIT1
T18917:	137 = NOR(134, 135)
T18918:	138 = INIT1
T18919:	138 = NOR(136, 137)
T18920:	136 = INIT1
T18921:	136 = NOR(138, 132)
T18922:	137 = INIT1
T18923:	137 = NOR(136, 138)
T18924:	138 = INIT1
T18925:	138 = NOR(136, 132)
T18926:	122 = INIT1
T18927:	122 = NOR(138, 137)
T18928:	132 = INIT1
T18929:	132 = NOR(135, 136)
T18930:	133 = INIT1
T18931:	133 = NOT(61)
T18932:	134 = INIT1
T18933:	134 = NOR(129, 133)
T18934:	135 = INIT1
T18935:	135 = NOR(125, 134)
T18936:	136 = INIT1
T18937:	136 = NOR(125, 135)
T18938:	137 = INIT1
T18939:	137 = NOR(134, 135)
T18940:	138 = INIT1
T18941:	138 = NOR(136, 137)
T18942:	136 = INIT1
T18943:	136 = NOR(138, 132)
T18944:	137 = INIT1
T18945:	137 = NOR(136, 138)
T18946:	138 = INIT1
T18947:	138 = NOR(136, 132)
T18948:	123 = INIT1
T18949:	123 = NOR(138, 137)
T18950:	132 = INIT1
T18951:	132 = NOR(135, 136)
T18952:	133 = INIT1
T18953:	133 = NOT(62)
T18954:	134 = INIT1
T18955:	134 = NOR(129, 133)
T18956:	135 = INIT1
T18957:	135 = NOR(126, 134)
T18958:	136 = INIT1
T18959:	136 = NOR(126, 135)
T18960:	137 = INIT1
T18961:	137 = NOR(134, 135)
T18962:	138 = INIT1
T18963:	138 = NOR(136, 137)
T18964:	136 = INIT1
T18965:	136 = NOR(138, 132)
T18966:	137 = INIT1
T18967:	137 = NOR(136, 138)
T18968:	138 = INIT1
T18969:	138 = NOR(136, 132)
T18970:	124 = INIT1
T18971:	124 = NOR(138, 137)
T18972:	132 = INIT1
T18973:	132 = NOR(135, 136)
T18974:	133 = INIT1
T18975:	133 = NOT(63)
T18976:	134 = INIT1
T18977:	134 = NOR(129, 133)
T18978:	135 = INIT1
T18979:	135 = NOR(127, 134)
T18980:	136 = INIT1
T18981:	136 = NOR(127, 135)
T18982:	137 = INIT1
T18983:	137 = NOR(134, 135)
T18984:	138 = INIT1
T18985:	138 = NOR(136, 137)
T18986:	136 = INIT1
T18987:	136 = NOR(138, 132)
T18988:	137 = INIT1
T18989:	137 = NOR(136, 138)
T18990:	138 = INIT1
T18991:	138 = NOR(136, 132)
T18992:	125 = INIT1
T18993:	125 = NOR(138, 137)
T18994:	132 = INIT1
T18995:	132 = NOR(135, 136)
T18996:	133 = INIT1
T18997:	133 = NOT(97)
T18998:	134 = INIT1
T18999:	134 = NOR(129, 133)
T19000:	135 = INIT1
T19001:	135 = NOR(128, 134)
T19002:	136 = INIT1
T19003:	136 = NOR(128, 135)
T19004:	137 = INIT1
T19005:	137 = NOR(134, 135)
T19006:	138 = INIT1
T19007:	138 = NOR(136, 137)
T19008:	136 = INIT1
T19009:	136 = NOR(138, 132)
T19010:	137 = INIT1
T19011:	137 = NOR(136, 138)
T19012:	138 = INIT1
T19013:	138 = NOR(136, 132)
T19014:	126 = INIT1
T19015:	126 = NOR(138, 137)
T19016:	132 = INIT1
T19017:	132 = NOR(135, 136)
T19018:	133 = INIT1
T19019:	133 = NOT(99)
T19020:	134 = INIT1
T19021:	134 = NOR(129, 133)
T19022:	135 = INIT1
T19023:	135 = NOR(130, 134)
T19024:	136 = INIT1
T19025:	136 = NOR(130, 135)
T19026:	137 = INIT1
T19027:	137 = NOR(134, 135)
T19028:	138 = INIT1
T19029:	138 = NOR(136, 137)
T19030:	136 = INIT1
T19031:	136 = NOR(138, 132)
T19032:	137 = INIT1
T19033:	137 = NOR(136, 138)
T19034:	138 = INIT1
T19035:	138 = NOR(136, 132)
T19036:	127 = INIT1
T19037:	127 = NOR(138, 137)
T19038:	132 = INIT1
T19039:	132 = NOR(135, 136)
T19040:	133 = INIT1
T19041:	133 = NOT(99)
T19042:	134 = INIT1
T19043:	134 = NOR(129, 133)
T19044:	135 = INIT1
T19045:	135 = NOR(131, 134)
T19046:	136 = INIT1
T19047:	136 = NOR(131, 135)
T19048:	137 = INIT1
T19049:	137 = NOR(134, 135)
T19050:	138 = INIT1
T19051:	138 = NOR(136, 137)
T19052:	136 = INIT1
T19053:	136 = NOR(138, 132)
T19054:	137 = INIT1
T19055:	137 = NOR(136, 138)
T19056:	138 = INIT1
T19057:	138 = NOR(136, 132)
T19058:	128 = INIT1
T19059:	128 = NOR(138, 137)
T19060:	132 = INIT1
T19061:	132 = NOR(135, 136)
T19062:	130 = INIT1
T19063:	130 = NOT(103)
T19064:	130 = NOT(104)
T19065:	130 = NOT(105)
T19066:	130 = NOT(106)
T19067:	130 = NOT(107)
T19068:	130 = NOT(108)
T19069:	130 = NOT(109)
T19070:	130 = NOT(110)
T19071:	130 = NOT(111)
T19072:	130 = NOT(112)
T19073:	130 = NOT(113)
T19074:	130 = NOT(114)
T19075:	130 = NOT(115)
T19076:	130 = NOT(116)
T19077:	130 = NOT(117)
T19078:	130 = NOT(118)
T19079:	130 = NOT(119)
T19080:	130 = NOT(120)
T19081:	130 = NOT(121)
T19082:	130 = NOT(122)
T19083:	130 = NOT(123)
T19084:	130 = NOT(124)
T19085:	130 = NOT(125)
T19086:	130 = NOT(126)
T19087:	130 = NOT(127)
T19088:	130 = NOT(128)
T19089:	129 = INIT1
T19090:	129 = NOT(130)
T19091:	65  = INIT1
T19092:	66  = INIT1
T19093:	67  = INIT1
T19094:	68  = INIT1
T19095:	69  = INIT1
T19096:	70  = INIT1
T19097:	71  = INIT1
T19098:	72  = INIT0
T19099:	100 = INIT0
T19100:	103 = INIT1
T19101:	103 = NOT(98)
T19102:	65  = INIT1
T19103:	65  = NOT(103)
T19104:	104 = INIT1
T19105:	104 = NOT(103)
T19106:	105 = INIT1
T19107:	105 = NOR(95, 104)
T19108:	106 = INIT1
T19109:	106 = NOR(98, 103)
T19110:	98  = INIT1
T19111:	98  = NOR(105, 106)
T19112:	105 = INIT1
T19113:	105 = NOR(94, 104)
T19114:	106 = INIT1
T19115:	106 = NOR(95, 103)
T19116:	95  = INIT1
T19117:	95  = NOR(105, 106)
T19118:	105 = INIT1
T19119:	105 = NOR(93, 104)
T19120:	106 = INIT1
T19121:	106 = NOR(94, 103)
T19122:	94  = INIT1
T19123:	94  = NOR(105, 106)
T19124:	105 = INIT1
T19125:	105 = NOR(92, 104)
T19126:	106 = INIT1
T19127:	106 = NOR(93, 103)
T19128:	93  = INIT1
T19129:	93  = NOR(105, 106)
T19130:	105 = INIT1
T19131:	105 = NOR(91, 104)
T19132:	106 = INIT1
T19133:	106 = NOR(92, 103)
T19134:	92  = INIT1
T19135:	92  = NOR(105, 106)
T19136:	105 = INIT1
T19137:	105 = NOR(90, 104)
T19138:	106 = INIT1
T19139:	106 = NOR(91, 103)
T19140:	91  = INIT1
T19141:	91  = NOR(105, 106)
T19142:	105 = INIT1
T19143:	105 = NOR(89, 104)
T19144:	106 = INIT1
T19145:	106 = NOR(90, 103)
T19146:	90  = INIT1
T19147:	90  = NOR(105, 106)
T19148:	105 = INIT1
T19149:	105 = NOR(88, 104)
T19150:	106 = INIT1
T19151:	106 = NOR(89, 103)
T19152:	89  = INIT1
T19153:	89  = NOR(105, 106)
T19154:	105 = INIT1
T19155:	105 = NOR(87, 104)
T19156:	106 = INIT1
T19157:	106 = NOR(88, 103)
T19158:	88  = INIT1
T19159:	88  = NOR(105, 106)
T19160:	105 = INIT1
T19161:	105 = NOR(86, 104)
T19162:	106 = INIT1
T19163:	106 = NOR(87, 103)
T19164:	87  = INIT1
T19165:	87  = NOR(105, 106)
T19166:	105 = INIT1
T19167:	105 = NOR(85, 104)
T19168:	106 = INIT1
T19169:	106 = NOR(86, 103)
T19170:	86  = INIT1
T19171:	86  = NOR(105, 106)
T19172:	105 = INIT1
T19173:	105 = NOR(84, 104)
T19174:	106 = INIT1
T19175:	106 = NOR(85, 103)
T19176:	85  = INIT1
T19177:	85  = NOR(105, 106)
T19178:	105 = INIT1
T19179:	105 = NOR(83, 104)
T19180:	106 = INIT1
T19181:	106 = NOR(84, 103)
T19182:	84  = INIT1
T19183:	84  = NOR(105, 106)
T19184:	105 = INIT1
T19185:	105 = NOR(82, 104)
T19186:	106 = INIT1
T19187:	106 = NOR(83, 103)
T19188:	83  = INIT1
T19189:	83  = NOR(105, 106)
T19190:	105 = INIT1
T19191:	105 = NOR(81, 104)
T19192:	106 = INIT1
T19193:	106 = NOR(82, 103)
T19194:	82  = INIT1
T19195:	82  = NOR(105, 106)
T19196:	105 = INIT1
T19197:	105 = NOR(80, 104)
T19198:	106 = INIT1
T19199:	106 = NOR(81, 103)
T19200:	81  = INIT1
T19201:	81  = NOR(105, 106)
T19202:	105 = INIT1
T19203:	105 = NOR(79, 104)
T19204:	106 = INIT1
T19205:	106 = NOR(80, 103)
T19206:	80  = INIT1
T19207:	80  = NOR(105, 106)
T19208:	105 = INIT1
T19209:	105 = NOR(78, 104)
T19210:	106 = INIT1
T19211:	106 = NOR(79, 103)
T19212:	79  = INIT1
T19213:	79  = NOR(105, 106)
T19214:	105 = INIT1
T19215:	105 = NOR(77, 104)
T19216:	106 = INIT1
T19217:	106 = NOR(78, 103)
T19218:	78  = INIT1
T19219:	78  = NOR(105, 106)
T19220:	105 = INIT1
T19221:	105 = NOR(76, 104)
T19222:	106 = INIT1
T19223:	106 = NOR(77, 103)
T19224:	77  = INIT1
T19225:	77  = NOR(105, 106)
T19226:	105 = INIT1
T19227:	105 = NOR(75, 104)
T19228:	106 = INIT1
T19229:	106 = NOR(76, 103)
T19230:	76  = INIT1
T19231:	76  = NOR(105, 106)
T19232:	105 = INIT1
T19233:	105 = NOR(74, 104)
T19234:	106 = INIT1
T19235:	106 = NOR(75, 103)
T19236:	75  = INIT1
T19237:	75  = NOR(105, 106)
T19238:	105 = INIT1
T19239:	105 = NOR(73, 104)
T19240:	106 = INIT1
T19241:	106 = NOR(74, 103)
T19242:	74  = INIT1
T19243:	74  = NOR(105, 106)
T19244:	105 = INIT1
T19245:	105 = NOR(101, 104)
T19246:	106 = INIT1
T19247:	106 = NOR(73, 103)
T19248:	73  = INIT1
T19249:	73  = NOR(105, 106)
T19250:	105 = INIT1
T19251:	105 = NOR(102, 104)
T19252:	106 = INIT1
T19253:	106 = NOR(101, 103)
T19254:	101 = INIT1
T19255:	101 = NOR(105, 106)
T19256:	105 = INIT1
T19257:	105 = NOR(129, 104)
T19258:	106 = INIT1
T19259:	106 = NOR(102, 103)
T19260:	102 = INIT1
T19261:	102 = NOR(105, 106)
T19262:	129 = NOT(103)
T19263:	103 = INIT1
T19264:	103 = NOR(102, 129)
T19265:	129 = INIT1
T19266:	129 = NOT(103)
T19267:	104 = INIT1
T19268:	104 = NOR(129, 73)
T19269:	105 = INIT1
T19270:	105 = NOT(101)
T19271:	103 = INIT1
T19272:	103 = NOR(104, 105)
T19273:	104 = INIT1
T19274:	104 = NOR(73, 103)
T19275:	105 = INIT1
T19276:	105 = NOT(73)
T19277:	106 = INIT1
T19278:	106 = NOT(103)
T19279:	102 = INIT1
T19280:	102 = NOR(105, 106)
T19281:	73  = INIT1
T19282:	73  = NOR(104, 102)
T19283:	104 = INIT1
T19284:	104 = NOR(74, 102)
T19285:	105 = INIT1
T19286:	105 = NOT(74)
T19287:	106 = INIT1
T19288:	106 = NOT(102)
T19289:	102 = INIT1
T19290:	102 = NOR(105, 106)
T19291:	74  = INIT1
T19292:	74  = NOR(104, 102)
T19293:	104 = INIT1
T19294:	104 = NOR(75, 102)
T19295:	105 = INIT1
T19296:	105 = NOT(75)
T19297:	106 = INIT1
T19298:	106 = NOT(102)
T19299:	102 = INIT1
T19300:	102 = NOR(105, 106)
T19301:	75  = INIT1
T19302:	75  = NOR(104, 102)
T19303:	104 = INIT1
T19304:	104 = NOR(76, 102)
T19305:	105 = INIT1
T19306:	105 = NOT(76)
T19307:	106 = INIT1
T19308:	106 = NOT(102)
T19309:	102 = INIT1
T19310:	102 = NOR(105, 106)
T19311:	76  = INIT1
T19312:	76  = NOR(104, 102)
T19313:	104 = INIT1
T19314:	104 = NOR(77, 102)
T19315:	105 = INIT1
T19316:	105 = NOT(77)
T19317:	106 = INIT1
T19318:	106 = NOT(102)
T19319:	102 = INIT1
T19320:	102 = NOR(105, 106)
T19321:	77  = INIT1
T19322:	77  = NOR(104, 102)
T19323:	104 = INIT1
T19324:	104 = NOR(78, 102)
T19325:	105 = INIT1
T19326:	105 = NOT(78)
T19327:	106 = INIT1
T19328:	106 = NOT(102)
T19329:	102 = INIT1
T19330:	102 = NOR(105, 106)
T19331:	78  = INIT1
T19332:	78  = NOR(104, 102)
T19333:	104 = INIT1
T19334:	104 = NOR(79, 102)
T19335:	105 = INIT1
T19336:	105 = NOT(79)
T19337:	106 = INIT1
T19338:	106 = NOT(102)
T19339:	102 = INIT1
T19340:	102 = NOR(105, 106)
T19341:	79  = INIT1
T19342:	79  = NOR(104, 102)
T19343:	104 = INIT1
T19344:	104 = NOR(80, 102)
T19345:	105 = INIT1
T19346:	105 = NOT(80)
T19347:	106 = INIT1
T19348:	106 = NOT(102)
T19349:	102 = INIT1
T19350:	102 = NOR(105, 106)
T19351:	80  = INIT1
T19352:	80  = NOR(104, 102)
T19353:	104 = INIT1
T19354:	104 = NOR(81, 102)
T19355:	105 = INIT1
T19356:	105 = NOT(81)
T19357:	106 = INIT1
T19358:	106 = NOT(102)
T19359:	102 = INIT1
T19360:	102 = NOR(105, 106)
T19361:	81  = INIT1
T19362:	81  = NOR(104, 102)
T19363:	104 = INIT1
T19364:	104 = NOR(82, 102)
T19365:	105 = INIT1
T19366:	105 = NOT(82)
T19367:	106 = INIT1
T19368:	106 = NOT(102)
T19369:	102 = INIT1
T19370:	102 = NOR(105, 106)
T19371:	82  = INIT1
T19372:	82  = NOR(104, 102)
T19373:	104 = INIT1
T19374:	104 = NOR(83, 102)
T19375:	105 = INIT1
T19376:	105 = NOT(83)
T19377:	106 = INIT1
T19378:	106 = NOT(102)
T19379:	102 = INIT1
T19380:	102 = NOR(105, 106)
T19381:	83  = INIT1
T19382:	83  = NOR(104, 102)
T19383:	104 = INIT1
T19384:	104 = NOR(84, 102)
T19385:	105 = INIT1
T19386:	105 = NOT(84)
T19387:	106 = INIT1
T19388:	106 = NOT(102)
T19389:	102 = INIT1
T19390:	102 = NOR(105, 106)
T19391:	84  = INIT1
T19392:	84  = NOR(104, 102)
T19393:	104 = INIT1
T19394:	104 = NOR(85, 102)
T19395:	105 = INIT1
T19396:	105 = NOT(85)
T19397:	106 = INIT1
T19398:	106 = NOT(102)
T19399:	102 = INIT1
T19400:	102 = NOR(105, 106)
T19401:	85  = INIT1
T19402:	85  = NOR(104, 102)
T19403:	104 = INIT1
T19404:	104 = NOR(86, 102)
T19405:	105 = INIT1
T19406:	105 = NOT(86)
T19407:	106 = INIT1
T19408:	106 = NOT(102)
T19409:	102 = INIT1
T19410:	102 = NOR(105, 106)
T19411:	86  = INIT1
T19412:	86  = NOR(104, 102)
T19413:	104 = INIT1
T19414:	104 = NOR(87, 102)
T19415:	105 = INIT1
T19416:	105 = NOT(87)
T19417:	106 = INIT1
T19418:	106 = NOT(102)
T19419:	102 = INIT1
T19420:	102 = NOR(105, 106)
T19421:	87  = INIT1
T19422:	87  = NOR(104, 102)
T19423:	104 = INIT1
T19424:	104 = NOR(88, 102)
T19425:	105 = INIT1
T19426:	105 = NOT(88)
T19427:	106 = INIT1
T19428:	106 = NOT(102)
T19429:	102 = INIT1
T19430:	102 = NOR(105, 106)
T19431:	88  = INIT1
T19432:	88  = NOR(104, 102)
T19433:	104 = INIT1
T19434:	104 = NOR(89, 102)
T19435:	105 = INIT1
T19436:	105 = NOT(89)
T19437:	106 = INIT1
T19438:	106 = NOT(102)
T19439:	102 = INIT1
T19440:	102 = NOR(105, 106)
T19441:	89  = INIT1
T19442:	89  = NOR(104, 102)
T19443:	104 = INIT1
T19444:	104 = NOR(90, 102)
T19445:	105 = INIT1
T19446:	105 = NOT(90)
T19447:	106 = INIT1
T19448:	106 = NOT(102)
T19449:	102 = INIT1
T19450:	102 = NOR(105, 106)
T19451:	90  = INIT1
T19452:	90  = NOR(104, 102)
T19453:	104 = INIT1
T19454:	104 = NOR(91, 102)
T19455:	105 = INIT1
T19456:	105 = NOT(91)
T19457:	106 = INIT1
T19458:	106 = NOT(102)
T19459:	102 = INIT1
T19460:	102 = NOR(105, 106)
T19461:	91  = INIT1
T19462:	91  = NOR(104, 102)
T19463:	104 = INIT1
T19464:	104 = NOR(92, 102)
T19465:	105 = INIT1
T19466:	105 = NOT(92)
T19467:	106 = INIT1
T19468:	106 = NOT(102)
T19469:	102 = INIT1
T19470:	102 = NOR(105, 106)
T19471:	92  = INIT1
T19472:	92  = NOR(104, 102)
T19473:	104 = INIT1
T19474:	104 = NOR(93, 102)
T19475:	105 = INIT1
T19476:	105 = NOT(93)
T19477:	106 = INIT1
T19478:	106 = NOT(102)
T19479:	102 = INIT1
T19480:	102 = NOR(105, 106)
T19481:	93  = INIT1
T19482:	93  = NOR(104, 102)
T19483:	104 = INIT1
T19484:	104 = NOR(94, 102)
T19485:	105 = INIT1
T19486:	105 = NOT(94)
T19487:	106 = INIT1
T19488:	106 = NOT(102)
T19489:	102 = INIT1
